time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2015-06-10T17:19:50.960Z,-9.4787,148.8403,25.48,4.2,mb,,102,1.659,1.02,us,us10002kv5,2015-08-10T13:08:29.040Z,"103 km SE of Popondetta, Papua New Guinea",earthquake,9.7,6.2,0.216,6,reviewed,us,us
2015-06-10T22:01:29.980Z,-10.5215,120.7255,35,5.1,mb,,35,2.394,1.14,us,us20002nts,2022-05-03T17:25:50.012Z,"108 km SSE of Waingapu, Indonesia",earthquake,6.1,1.9,0.067,71,reviewed,us,us
2015-06-13T02:15:59.430Z,-10.3786,123.8659,25.41,4.3,mb,,141,0.262,1.05,us,us20002pkr,2015-08-20T00:43:55.040Z,"36 km SE of Kupang, Indonesia",earthquake,5.5,6.8,0.161,11,reviewed,us,us
2015-06-15T15:24:33.920Z,-10.3336,118.5943,40.06,4,mb,,149,3.97,0.88,us,us10002lyc,2015-08-20T00:43:58.040Z,"197 km WSW of Waingapu, Indonesia",earthquake,6.2,10.2,0.196,10,reviewed,us,us
2015-06-15T17:40:53.930Z,-9.742,125.2517,20,5.8,mww,,53,0.97,1.26,us,us20002pyz,2022-07-31T13:17:12.685Z,"47 km S of Suai, Timor Leste",earthquake,7.2,0.8,,,reviewed,us,us
2015-06-15T22:09:50.400Z,-9.4949,125.2122,10,5,mb,,44,0.967,1.59,us,us20002q3f,2015-08-20T00:43:59.040Z,"20 km SSW of Suai, Timor Leste",earthquake,6.4,1.8,0.074,59,reviewed,us,us
2015-06-15T23:14:27.790Z,-9.5117,125.2399,10,4.4,mb,,51,0.989,0.32,us,us10002lyn,2015-08-20T00:43:59.040Z,"22 km S of Suai, Timor Leste",earthquake,7,1.8,0.179,9,reviewed,us,us
2015-06-16T17:43:19.520Z,-9.9151,114.8651,37.41,4.2,mb,,67,1.599,1.5,us,us10002mky,2015-08-20T00:44:00.040Z,"128 km SSW of Jimbaran, Indonesia",earthquake,6.4,4.3,0.128,17,reviewed,us,us
2015-06-17T05:00:06.960Z,-9.8342,150.536,10,4.3,mb,,121,3.356,1.2,us,us20002qkm,2015-08-20T00:44:01.040Z,"53 km N of Alotau, Papua New Guinea",earthquake,8.5,1.8,0.142,14,reviewed,us,us
2015-06-19T01:59:29.240Z,-9.0799,124.1259,103.96,4.3,mb,,112,0.685,0.78,us,us10002n95,2015-09-01T00:53:50.040Z,"31 km WNW of Pante Makasar, Timor Leste",earthquake,6.2,8.7,0.177,9,reviewed,us,us
2015-06-24T10:32:52.760Z,-9.438,125.1965,40.11,4.8,mb,,68,0.969,0.84,us,us10002lc3,2015-09-01T00:53:56.040Z,"15 km SSW of Suai, Timor Leste",earthquake,6.4,6.5,0.079,49,reviewed,us,us
2015-06-25T15:41:16.410Z,-10.312,152.1337,10,5.4,mwc,,28,4.983,0.9,us,us10002lkf,2022-05-03T18:27:52.408Z,"164 km ENE of Samarai, Papua New Guinea",earthquake,5.3,1.8,,,reviewed,us,gcmt
2015-06-26T04:37:43.810Z,-10.6372,152.372,29.75,4.1,mb,,156,5.277,1.33,us,us20002wkm,2015-09-02T22:37:19.040Z,"187 km E of Samarai, Papua New Guinea",earthquake,10.6,5.6,0.151,12,reviewed,us,us
2015-06-26T17:58:15.670Z,-9.3078,119.3034,90.21,4,mb,,78,2.974,1.05,us,us20002wkz,2015-09-02T22:37:20.040Z,"82 km SSW of Komodo, Indonesia",earthquake,6.9,9.2,0.164,12,reviewed,us,us
2015-06-27T22:54:07.060Z,-9.5218,125.1544,48.65,4.2,mb,,72,0.905,1.38,us,us20002wtb,2015-09-02T22:37:22.040Z,"25 km SSW of Suai, Timor Leste",earthquake,6.2,8.3,0.167,10,reviewed,us,us
2015-07-03T15:44:54.730Z,-10.4712,152.164,31.83,4.5,mb,,123,5.042,1.27,us,us20002yy0,2015-09-30T00:20:53.040Z,"165 km E of Samarai, Papua New Guinea",earthquake,9.3,5.4,0.163,11,reviewed,us,us
2015-07-03T15:54:12.900Z,-10.3022,152.0078,30.25,5,mb,,59,4.86,1.02,us,us10002nas,2022-05-03T17:26:45.701Z,"151 km ENE of Samarai, Papua New Guinea",earthquake,6.2,4.7,0.101,31,reviewed,us,us
2015-07-03T17:46:40.860Z,-10.32,151.8992,35.25,4.3,mb,,67,4.758,0.96,us,us20002yxy,2015-09-30T00:20:54.040Z,"139 km ENE of Samarai, Papua New Guinea",earthquake,9.7,6.5,0.169,12,reviewed,us,us
2015-07-03T17:59:35.120Z,-11.1162,119.4418,21.07,4.1,mb,,86,3.696,1.46,us,us20002yxz,2015-09-30T00:20:54.040Z,"184 km SSW of Waingapu, Indonesia",earthquake,4.8,7.7,0.198,7,reviewed,us,us
2015-07-10T02:16:32.150Z,-9.8969,114.9152,58.48,4.2,mb,,105,1.605,0.7,us,us200031b5,2015-10-09T20:19:10.040Z,"125 km SSW of Jimbaran, Indonesia",earthquake,4.3,11.6,0.175,9,reviewed,us,us
2015-07-14T02:10:08.390Z,-9.5204,154.328,24.51,4.8,mb,,88,7.072,0.72,us,us20002xc4,2015-10-09T20:19:16.040Z,"D'Entrecasteaux Islands region",earthquake,6.5,5.4,0.105,28,reviewed,us,us
2015-07-14T13:20:50.840Z,-11.114,111.3014,26.82,4.8,mb,,52,3.272,0.75,us,us20002xdn,2015-10-09T20:19:17.040Z,"south of Java, Indonesia",earthquake,5.5,4.6,0.075,56,reviewed,us,us
2015-07-16T14:40:40.630Z,-9.367,121.5139,68.64,4.1,mb,,73,1.019,1.47,us,us10002y6p,2015-10-14T21:05:36.040Z,"60 km SSW of Ende, Indonesia",earthquake,5.7,11.3,0.151,12,reviewed,us,us
2015-07-19T14:14:43.270Z,-9.1464,153.6345,12.88,4.5,mb,,85,6.237,0.43,us,us10003081,2015-10-14T21:05:44.040Z,"D'Entrecasteaux Islands region",earthquake,12.8,2.9,0.128,18,reviewed,us,us
2015-07-20T07:11:26.080Z,-10.301,152.3076,10,4.1,mb,,162,5.15,0.48,us,us100030t4,2015-10-14T21:05:46.040Z,"183 km E of Samarai, Papua New Guinea",earthquake,13.9,1.9,0.157,11,reviewed,us,us
2015-07-25T18:12:28.470Z,-10.9286,114.7803,11.45,4.1,mb,,123,2.52,1.45,us,us100031yw,2015-10-22T20:04:59.040Z,"south of Bali, Indonesia",earthquake,7.4,5.3,0.157,11,reviewed,us,us
2015-07-26T07:05:10.130Z,-9.2585,112.6695,52,5.9,mww,,14,1.661,1.1,us,us2000306u,2022-07-31T20:49:44.751Z,"116 km S of Dampit, Indonesia",earthquake,6.4,1.8,,,reviewed,us,us
2015-07-26T10:16:53.970Z,-10.2464,124.6055,38.87,4.3,mb,,76,0.59,1.01,us,us20003079,2015-10-22T20:05:00.040Z,"55 km SE of Soe, Indonesia",earthquake,7.8,7.7,0.138,15,reviewed,us,us
2015-07-26T11:26:13.460Z,-9.3764,112.6786,63.67,4,mb,,87,1.711,0.55,us,us1000328e,2015-10-22T20:05:00.040Z,"129 km S of Dampit, Indonesia",earthquake,9.1,8,0.163,10,reviewed,us,us
2015-07-27T15:16:33.880Z,-9.3577,123.8741,104.44,4.4,mb,,147,0.553,1.04,us,us100032cf,2015-10-22T20:05:06.040Z,"28 km NNE of Naisano Dua, Indonesia",earthquake,11.9,9,0.309,3,reviewed,us,us
2015-07-27T22:23:42.260Z,-9.3022,124.0369,88.41,4.4,mb,,131,0.504,0.97,us,us100032c5,2015-10-22T20:05:08.040Z,"39 km WSW of Pante Makasar, Timor Leste",earthquake,7.7,7.8,0.138,15,reviewed,us,us
2015-07-29T23:41:40.420Z,-25.3727,154.2281,9,5.5,mww,,21,2.846,0.71,us,us10002w8v,2023-05-14T12:41:41.442Z,"128 km ENE of Rainbow Beach, Australia",earthquake,7.1,1.7,,,reviewed,us,us
2015-08-01T03:38:44.590Z,-25.343,154.3348,9,5.4,mww,,18,2.943,0.87,us,us10002x1x,2019-12-20T10:43:29.745Z,"139 km ENE of Rainbow Beach, Australia",earthquake,7,1.7,,,reviewed,us,us
2015-08-01T04:46:24.830Z,-25.4093,154.1987,10,5.2,mb,,31,2.819,0.98,us,us10002x2n,2022-08-07T08:09:03.964Z,"123 km ENE of Rainbow Beach, Australia",earthquake,7.3,1.7,0.08,60,reviewed,us,us
2015-08-04T19:17:14.350Z,-9.5625,116.1549,46.49,4.2,mb,,100,2.256,0.8,us,us100033zq,2015-10-30T02:47:48.040Z,"92 km S of Lembar, Indonesia",earthquake,8.7,20.7,0.216,7,reviewed,us,us
2015-08-06T05:05:49.930Z,-9.7758,115.9399,35.19,5.3,mb,,29,2.19,0.93,us,us10002z14,2015-11-06T18:06:19.040Z,"117 km S of Lembar, Indonesia",earthquake,5.3,4.3,0.058,100,reviewed,us,us
2015-08-06T12:13:06.900Z,-9.3522,124.4509,12.89,4.1,mb,,103,0.439,0.83,us,us10002z3f,2015-11-06T18:06:20.040Z,"10 km NNW of Kefamenanu, Indonesia",earthquake,6.8,6,0.175,9,reviewed,us,us
2015-08-10T23:53:22.610Z,-9.5948,117.7305,72.4,4.6,mb,,89,3.707,1.06,us,us100035b4,2015-11-06T18:06:30.040Z,"126 km SSE of Sumbawa Besar, Indonesia",earthquake,6.9,10.5,0.192,8,reviewed,us,us
2015-08-14T01:06:55.340Z,-25.4498,154.3241,10,4.3,mb,,73,2.933,1.07,us,us100036b0,2015-11-17T00:13:26.040Z,"133 km ENE of Rainbow Beach, Australia",earthquake,9.4,1.8,0.147,13,reviewed,us,us
2015-08-20T01:01:42.840Z,-9.526,117.9393,76.22,4.1,mb,,95,3.885,0.73,us,us20003gdm,2015-11-24T02:09:24.040Z,"123 km SSW of Dompu, Indonesia",earthquake,5.9,9.8,0.165,10,reviewed,us,us
2015-08-21T20:28:20.520Z,-10.0438,123.8574,42.15,4.8,mb,,52,0.495,0.83,us,us1000343h,2015-11-24T02:09:27.040Z,"30 km ENE of Kupang, Indonesia",earthquake,2.9,6.2,0.086,42,reviewed,us,us
2015-08-21T21:02:39.360Z,-9.7359,119.359,77.77,4,mb,,83,3.045,0.78,us,us1000343s,2015-11-24T02:09:27.040Z,"99 km W of Waingapu, Indonesia",earthquake,7,9.3,0.139,14,reviewed,us,us
2015-08-27T16:08:17.770Z,-11.1357,110.1524,13.96,4.2,mb,,114,3.223,1.19,us,us20003hrf,2015-12-01T00:35:59.040Z,"south of Java, Indonesia",earthquake,8.5,4.7,0.128,19,reviewed,us,us
2015-08-29T20:02:26.650Z,-10.8411,116.3414,34.44,5.1,mb,,46,3.195,1.14,us,us1000360t,2022-08-07T08:12:20.960Z,"235 km S of Lembar, Indonesia",earthquake,6.7,3.7,0.06,92,reviewed,us,us
2015-08-29T23:34:34.680Z,-9.2534,118.3732,61.88,4.4,mb,,83,3.867,0.85,us,us10003621,2015-12-01T00:36:03.040Z,"79 km S of Dompu, Indonesia",earthquake,7.5,6.1,0.11,24,reviewed,us,us
2015-09-04T17:48:48.360Z,-11.328,112.617,39.5,4.3,mb,,104,3.217,1.48,us,us20003k0p,2015-12-05T01:40:26.040Z,"south of Java, Indonesia",earthquake,9.6,9.5,0.265,4,reviewed,us,us
2015-09-05T17:47:54.380Z,-9.4286,120.0368,80.89,4.1,mb,,97,2.312,1.12,us,us20003kqu,2015-12-05T01:40:30.040Z,"35 km NW of Waingapu, Indonesia",earthquake,2.7,9.1,0.135,17,reviewed,us,us
2015-09-11T19:02:22.300Z,-11.5235,119.2019,27.59,4.4,mb,,89,5.28,1.48,us,us20003n0m,2015-12-12T00:42:46.040Z,"236 km SSW of Waingapu, Indonesia",earthquake,8.9,7.8,0.204,7,reviewed,us,us
2015-09-16T21:18:15.130Z,-9.5912,155.0622,10,4.1,mb,,116,16.142,0.44,us,us10003isx,2015-12-12T00:42:57.040Z,"255 km SW of Gizo, Solomon Islands",earthquake,10.3,1.9,0.157,11,reviewed,us,us
2015-09-16T21:25:31.650Z,-9.8424,155.327,10,4.3,mb,,116,16.177,0.79,us,us10003isy,2015-12-12T00:42:57.040Z,"D'Entrecasteaux Islands region",earthquake,10.1,1.8,0.142,14,reviewed,us,us
2015-09-16T21:52:46.530Z,-9.2709,116.2024,57.38,4.1,mb,,77,2.176,1.11,us,us10003it4,2015-12-12T00:42:57.040Z,"61 km SSE of Lembar, Indonesia",earthquake,8.4,8,0.145,13,reviewed,us,us
2015-09-17T02:44:55.000Z,-39.839,142.419,10,4.8,mb,,,,1.09,us,us20003kdr,2015-12-21T23:16:12.040Z,"123 km W of Currie, Australia",earthquake,7.5,4.6,0.148,14,reviewed,aust,us
2015-09-17T23:19:48.580Z,-10.1524,123.9464,52.2,4.4,mb,,65,0.283,0.82,us,us10003j7f,2015-12-21T23:16:18.040Z,"37 km E of Kupang, Indonesia",earthquake,10,8.4,0.189,8,reviewed,us,us
2015-09-18T04:12:54.820Z,-9.1462,110.4025,53.03,4.1,mb,,128,1.231,0.84,us,us10003jhh,2015-12-21T23:16:19.040Z,"132 km S of Pundong, Indonesia",earthquake,8.3,9.6,0.165,10,reviewed,us,us
2015-09-22T03:50:17.670Z,-10.762,112.2797,33.24,4.2,mb,,101,2.931,0.92,us,us10003lc2,2015-12-21T23:16:31.040Z,"286 km S of Dampit, Indonesia",earthquake,6.9,3.8,0.187,8,reviewed,us,us
2015-09-28T14:55:34.170Z,-9.2596,120.1331,78.08,4.7,mb,,39,2.169,0.82,us,us20003pns,2015-12-28T23:08:47.040Z,"46 km NNW of Waingapu, Indonesia",earthquake,7.9,5.8,0.077,52,reviewed,us,us
2015-10-04T16:40:16.680Z,-9.1985,110.3619,41.64,4.7,mb,,56,1.287,1.09,us,us10003k7z,2016-01-04T22:29:06.040Z,"137 km S of Pundong, Indonesia",earthquake,7.3,7.1,0.08,48,reviewed,us,us
2015-10-07T20:30:12.490Z,-17.1882,121.8921,10,4.5,mb,,71,3.686,0.87,us,us10003l09,2016-01-04T22:29:35.040Z,"87 km NNW of Bilingurr, Australia",earthquake,6.9,1.2,0.131,17,reviewed,us,us
2015-10-13T06:54:57.640Z,-22.5819,120.8975,11.25,4.3,mb,,55,1.4,1.05,us,us10003n84,2016-01-11T21:07:24.040Z,"111 km SE of Nullagine, Australia",earthquake,6.1,5.6,0.168,10,reviewed,us,us
2015-10-16T09:03:19.740Z,-11.549,118.2217,35.01,4.5,mb,,96,4.9,0.97,us,us10003p46,2016-01-15T20:50:47.040Z,"south of Sumbawa, Indonesia",earthquake,6.7,9.5,0.124,19,reviewed,us,us
2015-10-21T07:15:32.060Z,-11.4312,118.6005,20.03,4,mb,,93,4.532,1.43,us,us10003rx8,2016-01-15T20:51:32.040Z,"267 km SW of Waingapu, Indonesia",earthquake,6.4,3.5,0.144,13,reviewed,us,us
2015-10-22T20:45:15.480Z,-25.4034,154.203,10,4.2,mb,,194,2.823,0.91,us,us2000404r,2016-01-22T23:41:10.040Z,"124 km ENE of Rainbow Beach, Australia",earthquake,6.6,1.9,0.167,10,reviewed,us,us
2015-10-26T03:56:01.850Z,-9.1546,124.0671,126.38,4.4,mb,,103,0.628,1.03,us,usa0010qwf,2015-10-27T21:41:49.343Z,"35 km W of Pante Makasar, Timor Leste",earthquake,10.1,7,0.139,15,reviewed,us,us
2015-10-29T19:42:15.990Z,-10.7451,111.9521,33.83,4,mb,,183,3.133,0.8,us,us200041c4,2016-01-30T02:10:55.040Z,"290 km S of Boyolangu, Indonesia",earthquake,10.7,4.7,0.163,10,reviewed,us,us
2015-11-03T01:07:44.000Z,-19.784,133.938,11,4.3,mb,,,,0.68,us,us200041hc,2016-01-30T02:11:04.040Z,"30 km WSW of Tennant Creek, Australia",earthquake,3.5,5.1,0.16,11,reviewed,aust,us
2015-11-03T01:30:50.750Z,-9.7659,124.8476,58.1,4.5,mb,,75,0.572,0.93,us,us200041hi,2016-01-30T02:11:04.040Z,"53 km SE of Kefamenanu, Indonesia",earthquake,7.4,7.1,0.139,15,reviewed,us,us
2015-11-04T04:19:00.400Z,-9.7208,124.5679,42.8,4.4,mb,,161,7.147,0.46,us,us10003v8z,2016-01-30T02:11:06.040Z,"31 km SSE of Kefamenanu, Indonesia",earthquake,13,5.6,0.269,4,reviewed,us,us
2015-11-04T16:25:21.440Z,-9.1986,124.9941,51.67,4,mb,,65,0.905,0.37,us,us200041z2,2016-01-30T02:11:07.040Z,"15 km SE of Atambua, Indonesia",earthquake,6.3,12.9,0.232,5,reviewed,us,us
2015-11-04T20:44:50.630Z,-9.1296,119.0899,108.77,4.3,mb,,89,3.148,0.95,us,us20004226,2016-01-30T02:11:08.040Z,"74 km SW of Komodo, Indonesia",earthquake,6.5,8.6,0.099,29,reviewed,us,us
2015-11-05T19:33:54.840Z,-9.7415,121.8855,54.67,4.4,mb,,84,1.152,1.04,us,us10003uyr,2016-02-05T03:16:31.040Z,"102 km SSE of Ende, Indonesia",earthquake,5,9.2,0.117,21,reviewed,us,us
2015-11-07T20:57:51.820Z,-10.1753,111.1987,10,5,mww,,37,2.345,1.34,us,us10003vlf,2022-08-01T16:36:16.296Z,"238 km SSW of Trenggalek, Indonesia",earthquake,6.5,1.7,,,reviewed,us,us
2015-11-10T18:49:54.020Z,-9.2994,123.6056,94.58,4.5,mb,,98,0.794,0.95,us,us10003x3l,2016-02-05T03:16:41.040Z,"37 km NNW of Naisano Dua, Indonesia",earthquake,6.7,8.4,0.156,13,reviewed,us,us
2015-11-12T02:34:43.140Z,-9.5526,112.3083,63.86,4.3,mb,,89,2.115,0.64,us,us10003xpa,2016-02-13T02:08:16.040Z,"155 km S of Sumberpucung, Indonesia",earthquake,7.1,6.8,0.122,19,reviewed,us,us
2015-11-15T04:51:13.570Z,-10.3648,124.0569,28.53,4.5,mb,,84,0.64,0.61,us,us10003zbb,2016-02-13T02:08:22.040Z,"53 km ESE of Kupang, Indonesia",earthquake,8,1.7,0.121,20,reviewed,us,us
2015-11-15T13:53:17.860Z,-9.2726,124.1679,81.11,4.4,mb,,159,7.702,1.29,us,us10003zc8,2016-02-13T02:08:23.040Z,"24 km WSW of Pante Makasar, Timor Leste",earthquake,16.1,12.7,0.24,5,reviewed,us,us
2015-11-19T23:16:18.200Z,-9.3177,118.7624,92.74,4,mb,,105,3.499,0.81,us,us100040p6,2016-02-18T04:48:44.040Z,"92 km SSE of Dompu, Indonesia",earthquake,6.5,6.6,0.143,13,reviewed,us,us
2015-11-25T01:55:54.010Z,-9.4941,115.0715,63.7,3.9,mb,,75,1.363,0.64,us,us10004146,2022-08-01T20:05:07.714Z,"78 km S of Jimbaran, Indonesia",earthquake,8.1,7.5,0.155,11,reviewed,us,us
2015-11-27T23:13:07.030Z,-9.3035,124.1779,95.87,4.5,mb,,65,0.457,1.31,us,us100041tv,2016-02-25T22:32:57.040Z,"25 km WSW of Pante Makasar, Timor Leste",earthquake,6.2,5.7,0.14,15,reviewed,us,us
2015-11-28T16:44:01.900Z,-9.3754,115.0527,66.56,4.2,mb,,46,1.265,0.99,us,us100042qd,2016-02-25T22:32:59.040Z,"65 km S of Jimbaran, Indonesia",earthquake,9.6,8.2,0.136,15,reviewed,us,us
2015-12-06T11:09:04.600Z,-9.1939,124.2693,102.41,4.3,mb,,84,0.557,1.31,us,us20004fy2,2016-03-02T03:36:34.040Z,"12 km W of Pante Makasar, Timor Leste",earthquake,8.7,6.8,0.142,14,reviewed,us,us
2015-12-06T20:54:39.970Z,-11.7008,117.4716,30.5,4.6,mb,,103,4.581,0.75,us,us100044hf,2016-03-02T03:36:35.040Z,"south of Sumbawa, Indonesia",earthquake,8.5,6.7,0.106,27,reviewed,us,us
2015-12-10T05:20:51.820Z,-11.1395,119.0093,25.75,4.2,mb,,69,4.038,0.91,us,us20004g2k,2016-03-05T01:42:00.040Z,"213 km SW of Waingapu, Indonesia",earthquake,5.8,5.4,0.118,20,reviewed,us,us
2015-12-15T07:38:10.950Z,-9.6356,112.8601,43.35,4.6,mb,,88,1.723,1.29,us,us20004ha6,2016-03-05T01:42:07.040Z,"157 km S of Dampit, Indonesia",earthquake,5.7,7,0.097,32,reviewed,us,us
2015-12-15T07:43:29.050Z,-9.6383,112.9358,53.23,4.3,mb,,88,1.67,1.04,us,us1000484e,2016-03-05T01:42:07.040Z,"157 km SSW of Kencong, Indonesia",earthquake,8.1,10.8,0.267,4,reviewed,us,us
2015-12-16T18:54:47.000Z,-9.1226,110.428,51.32,4.5,mb,,192,1.206,0.84,us,us1000485s,2016-03-05T01:42:09.040Z,"129 km S of Pundong, Indonesia",earthquake,11.3,7.3,0.145,14,reviewed,us,us
2015-12-17T05:11:45.030Z,-11.6136,121.3035,11.16,4.3,mb,,83,3.098,0.77,us,us100047uu,2016-03-12T02:29:14.040Z,"244 km SSE of Waingapu, Indonesia",earthquake,6.7,4.9,0.142,14,reviewed,us,us
2015-12-18T06:10:26.210Z,-9.6322,112.9668,40.92,4.2,mb,,82,1.644,1.24,us,us100048sw,2016-03-12T02:29:15.040Z,"155 km SSW of Kencong, Indonesia",earthquake,8.8,10,0.176,9,reviewed,us,us
2015-12-19T10:17:18.770Z,-9.8178,119.1916,76.14,4.1,mb,,85,3.228,0.57,us,us100048uv,2016-03-12T02:29:17.040Z,"119 km W of Waingapu, Indonesia",earthquake,7.7,5.5,0.165,10,reviewed,us,us
2015-12-19T17:05:28.040Z,-9.1292,109.8631,50.39,4.6,mb,,89,1.373,1.39,us,us100048v4,2016-03-12T02:29:17.040Z,"138 km SSW of Bambanglipuro, Indonesia",earthquake,6.3,5.8,0.193,9,reviewed,us,us
2015-12-25T18:40:07.390Z,-25.5522,154.145,15.31,4.2,mb,,186,2.775,0.61,us,us10004baa,2016-03-18T01:13:01.040Z,"112 km ENE of Rainbow Beach, Australia",earthquake,8.6,5.3,0.176,9,reviewed,us,us
2015-12-29T11:29:25.960Z,-11.6276,118.8954,31.72,4.5,mb,,92,4.434,0.63,us,us10004brd,2016-03-18T01:13:06.040Z,"264 km SW of Waingapu, Indonesia",earthquake,8.5,6.4,0.135,16,reviewed,us,us
2015-12-29T17:38:22.260Z,-10.033,114.2023,33.42,4.7,mb,,67,1.553,1.08,us,us10004a9b,2016-03-18T01:13:06.040Z,"173 km SW of Jimbaran, Indonesia",earthquake,6.2,5.1,0.088,39,reviewed,us,us
2016-01-07T20:22:51.110Z,-10.2206,124.6068,31.05,4.3,mb,,102,0.57,0.88,us,us10004c78,2016-03-28T22:09:45.040Z,"53 km SE of Soe, Indonesia",earthquake,6.6,6.7,0.154,12,reviewed,us,us
2016-01-07T22:08:26.860Z,-10.762,124.7211,15.07,4.4,mb,,129,1.095,0.7,us,us10004e5n,2016-03-28T22:09:45.040Z,"110 km SSE of Soe, Indonesia",earthquake,10.6,6.8,0.202,7,reviewed,us,us
2016-01-08T13:08:22.200Z,-9.5895,112.8751,44.64,4.1,mb,,131,1.681,1.05,us,us10004eg7,2016-03-30T02:27:49.040Z,"153 km S of Dampit, Indonesia",earthquake,7.5,9.3,0.123,18,reviewed,us,us
2016-01-08T22:21:31.420Z,-9.4425,117.6913,74.5,5.4,mb,,45,3.627,1.45,us,us10004cg7,2022-08-02T04:09:39.205Z,"109 km SSE of Sumbawa Besar, Indonesia",earthquake,5.9,4.3,0.053,123,reviewed,us,us
2016-01-16T04:35:56.930Z,-10.0114,123.5855,14.06,5,mb,,26,0.208,1.04,us,us10004f0g,2022-08-02T05:25:19.087Z,"17 km N of Kupang, Indonesia",earthquake,5.9,3.4,0.077,53,reviewed,us,us
2016-01-17T00:03:01.730Z,-9.3803,123.6386,88.73,4.1,mb,,128,0.723,0.54,us,us10004gb8,2016-04-06T17:30:23.040Z,"28 km NNW of Naisano Dua, Indonesia",earthquake,7.6,8,0.166,10,reviewed,us,us
2016-01-17T12:14:48.570Z,-10.031,123.6677,34.34,4.5,mb,,64,0.651,1.7,us,us10004f6y,2022-08-02T05:41:04.890Z,"16 km NNE of Kupang, Indonesia",earthquake,3.3,5.4,0.118,21,reviewed,us,us
2016-01-18T03:44:33.890Z,-10.298,123.6315,10,3.8,mb,,175,0.096,1.4,us,us10004fx7,2016-04-06T17:30:25.040Z,"14 km S of Kupang, Indonesia",earthquake,5.2,1.9,0.254,4,reviewed,us,us
2016-01-25T11:03:21.610Z,-10.3125,117.4481,56.53,4.2,mb,,93,3.732,0.6,us,us20004vjv,2016-04-08T23:06:14.040Z,"201 km S of Sumbawa Besar, Indonesia",earthquake,7.9,6,0.159,11,reviewed,us,us
2016-01-26T21:59:56.260Z,-10.3314,119.4196,19.68,5.2,mb,,40,3.25,1.11,us,us20004uv8,2016-11-10T22:10:11.795Z,"118 km SW of Waingapu, Indonesia",earthquake,6.4,3.3,0.061,88,reviewed,us,us
2016-01-30T05:35:21.140Z,-9.8322,126.8093,10,4.5,mb,,53,2.506,1.11,us,us20004w04,2016-04-14T22:51:35.040Z,"118 km SSE of Viqueque, Timor Leste",earthquake,7.2,1.9,0.164,11,reviewed,us,us
2016-01-30T08:34:59.800Z,-9.916,126.848,10,4.7,mb,,54,2.548,1.07,us,us20004w0n,2016-04-14T22:51:35.040Z,"128 km SSE of Viqueque, Timor Leste",earthquake,7,1.9,0.117,22,reviewed,us,us
2016-01-30T16:22:17.670Z,-11.4004,112.5354,35.47,4.4,mb,,97,3.318,1.29,us,us20004w1x,2016-04-14T22:51:36.040Z,"south of Java, Indonesia",earthquake,8.2,6.8,0.112,23,reviewed,us,us
2016-01-30T17:55:24.320Z,-10.04,126.8796,95.11,4.1,mb,,121,2.589,1.49,us,us20004ww9,2016-04-14T22:51:36.040Z,"Timor Sea",earthquake,6.1,8.5,0.262,4,reviewed,us,us
2016-02-03T20:27:28.170Z,-10.0781,123.5698,10,5.2,mb,,29,0.157,1.07,us,us20004wxd,2022-08-02T08:25:36.577Z,"Timor region, Indonesia",earthquake,5,1.2,0.066,76,reviewed,us,us
2016-02-06T08:31:33.580Z,-10.0238,127.0324,10,4.5,mb,,55,2.737,1.06,us,us20004yay,2016-04-19T01:33:20.040Z,"148 km SSE of Viqueque, Timor Leste",earthquake,7.1,1.9,0.171,10,reviewed,us,us
2016-02-07T03:21:55.120Z,-11.655,116.7716,29.04,4.3,mb,,63,4.082,1.22,us,us20004zbj,2016-04-19T01:33:22.040Z,"South of Lombok, Indonesia",earthquake,9.1,5.5,0.178,9,reviewed,us,us
2016-02-08T10:23:07.720Z,-10.1856,123.7509,42.57,3.8,mb,,84,0.088,0.57,us,us20004zij,2016-04-19T01:33:24.040Z,"15 km E of Kupang, Indonesia",earthquake,10.6,6.3,0.358,2,reviewed,us,us
2016-02-09T04:17:19.070Z,-9.2811,110.7225,41.02,4.2,mb,,130,1.374,0.81,us,us20004zqy,2016-04-19T01:33:26.040Z,"152 km SSE of Pundong, Indonesia",earthquake,9.8,9.2,0.153,12,reviewed,us,us
2016-02-10T00:49:25.260Z,-9.0938,113.093,69.39,4.3,mb,,83,1.216,1.16,us,us20004zrm,2016-04-19T01:33:28.040Z,"94 km SSW of Kencong, Indonesia",earthquake,6.4,9.8,0.218,6,reviewed,us,us
2016-02-11T00:05:43.560Z,-10.24,119.1624,35.59,4.6,mb,,79,3.427,0.85,us,us20004zen,2016-04-19T01:33:29.040Z,"136 km WSW of Waingapu, Indonesia",earthquake,7.5,7.4,0.094,34,reviewed,us,us
2016-02-12T01:40:00.480Z,-9.0862,119.1814,115.4,4.5,mb,,78,3.053,0.78,us,us20004zmx,2016-04-26T23:28:16.040Z,"64 km SSW of Komodo, Indonesia",earthquake,5.3,7.7,0.108,25,reviewed,us,us
2016-02-12T10:02:24.050Z,-9.6338,119.4013,28,6.3,mww,,39,2.971,1.14,us,us20004zp9,2022-08-07T09:36:18.529Z,"94 km W of Waingapu, Indonesia",earthquake,6.4,1.7,,,reviewed,us,us
